"","PathwayName","EnsemblId"
"10728","Preimplantation Embryo","ENSG00000127616"
"10729","Preimplantation Embryo","ENSG00000039068"
"10730","Preimplantation Embryo","ENSG00000163399"
"10731","Preimplantation Embryo","ENSG00000165272"
"10732","Preimplantation Embryo","ENSG00000103569"
"10733","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000151490"
"10734","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000130702"
"10735","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000188157"
"10736","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000171992"
"10737","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000169398"
"10738","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000035403"
"10739","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000177697"
"10740","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000117595"
"10741","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000136869"
"10742","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000106976"
"10743","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000109072"
"10744","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000011422"
"10745","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000101384"
"10746","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000010810"
"10747","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000158092"
"10748","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000105329"
"10749","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000135047"
"10750","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000149571"
"10751","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000126259"
"10752","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000134308"
"10753","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000142208"
"10754","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000138448"
"10755","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000058404"
"10756","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000107984"
"10757","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000259207"
"10758","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000198087"
"10759","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000170421"
"10760","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000116218"
"10761","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000172037"
"10762","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000161270"
"10763","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000124181"
"10764","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000111276"
"10765","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000203710"
"10766","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000075891"
"10767","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000128567"
"10768","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000136944"
"10769","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000157483"
"10770","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000138760"
"10771","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000209082"
"10772","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000157483"
"10773","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000083857"
"10774","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000136944"
"10775","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000132470"
"10776","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000209082"
"10777","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000188153"
"10778","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000129757"
"10779","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000196549"
"10780","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000026025"
"10781","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000124762"
"10782","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000177697"
"10783","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000128567"
"10784","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000161270"
"10785","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000138193"
"10786","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000198087"
"10787","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000130402"
"10788","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000100345"
"10789","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000138375"
"10790","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000184937"
"10791","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000203485"
"10792","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000137672"
"10793","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000130402 "
"10794","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000198087"
"10795","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000138193"
"10796","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000116218"
"10797","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000161270"
"10798","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000100345"
"10799","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000138375"
"10800","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000184937"
"10801","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000203485"
"10802","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000137672"
"10803","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000172037"
"10804","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000132470"
"10805","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000177697"
"10806","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000138760"
"10807","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000184937"
"10808","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000132646"
"10809","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000148773"
"10810","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000170558"
"10811","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000163347"
"10812","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000184937"
"10813","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000171992"
"10814","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000169031"
"10815","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000081052"
"10816","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000130402"
"10817","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000169756"
"10818","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000161270"
"10819","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000116218"
"10820","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000121594"
"10821","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000148400"
"10822","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000171992"
"10823","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000168036"
"10824","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000148400"
"10825","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000070018"
"10826","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000162337"
"10827","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000137672"
"10828","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000137076"
"10829","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000166333"
"10830","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000150093"
"10831","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000005884"
"10832","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000173402"
"10833","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000197702"
"10834","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000166333"
"10835","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000152818"
"10836","Primary Focal Segmental Glomerulosclerosis FSGS","ENSG00000125084"
"10837","Prolactin Signaling Pathway","ENSG00000172179"
"10839","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000130164"
"10840","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000169174"
"10841","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000169174"
"10842","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000130164"
"10843","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000130164"
"10844","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000130164"
"10845","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000169174"
"10846","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000130164"
"10847","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000169174"
"10848","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000130164"
"10849","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000169174"
"10850","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000130164"
"10851","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000169174"
"10852","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000130164"
"10853","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000130164"
"10854","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","ENSG00000130164"
"10855","Prostaglandin Synthesis and Regulation","ENSG00000095303"
"10856","Prostaglandin Synthesis and Regulation","ENSG00000073756"
"10859","Prostaglandin Synthesis and Regulation","ENSG00000135046"
"10863","Prostaglandin Synthesis and Regulation","ENSG00000164111"
"10864","Prostaglandin Synthesis and Regulation",""
"10867","Prostaglandin Synthesis and Regulation","ENSG00000136160"
"10868","Prostaglandin Synthesis and Regulation","ENSG00000078401"
"10870","Prostaglandin Synthesis and Regulation","ENSG00000172179"
"10871","Prostaglandin Synthesis and Regulation","ENSG00000151617"
"10873","Prostaglandin Synthesis and Regulation","ENSG00000140459"
"10874","Prostaglandin Synthesis and Regulation","ENSG00000116711"
"10885","Prostaglandin Synthesis and Regulation","ENSG00000160013"
"10886","Proteasome Degradation","ENSG00000188486"
"10917","Proteasome Degradation","ENSG00000111537"
"10945","Proteasome Degradation",""
"10948","Proteasome Degradation","ENSG00000170315"
"10949","Proteasome Degradation","ENSG00000118939"
"10950","Proteasome Degradation","ENSG00000154277"
"10951","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000104365"
"10952","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000168306"
"10953","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000109320"
"10954","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000170345"
"10956","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000197063"
"10958","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000089250"
"10959","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000112715"
"10960","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000109320"
"10961","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000177606"
"10962","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000196611"
"10963","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000255974"
"10964","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000116044"
"10965","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000079999"
"10966","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000116044"
"10967","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000116044"
"10968","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis","ENSG00000073756"
"10969","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000116194"
"10970","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000101280"
"10971","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000154188"
"10972","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000091879"
"10973","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000066056"
"10974","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000120156"
"10975","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000115290"
"10976","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000121879"
"10977","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000147443"
"10978","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000158092"
"10979","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000115904"
"10980","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000149269"
"10981","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000145715"
"10982","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000112062"
"10983","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000107643"
"10984","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000089159"
"10985","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000117632"
"10986","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000136238"
"10987","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000107643"
"10988","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000087088"
"10989","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000050748"
"10990","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000145675"
"10991","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000150093"
"10992","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000197122"
"10993","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000168036"
"10994","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000146648"
"10995","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000141736"
"10996","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000102882"
"10997","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000187840"
"10998","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000173039"
"10999","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000136997"
"11000","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000100030"
"11001","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000102104"
"11002","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000095002"
"11003","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000168610"
"11004","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000100030"
"11005","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000165806"
"11006","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000051180"
"11007","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000141510"
"11008","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000137693"
"11009","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000115414"
"11010","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000126561"
"11011","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000150907"
"11012","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000100906"
"11013","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000109320"
"11014","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000179295"
"11015","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000141738"
"11016","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000142208"
"11017","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000132906"
"11018","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000002330"
"11019","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000089250"
"11020","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000089685"
"11021","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000145675"
"11022","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000174775"
"11023","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000133703"
"11024","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000213281"
"11025","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000213341"
"11026","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000104365"
"11027","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000269335"
"11028","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000050730"
"11029","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000168884"
"11030","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000145901"
"11031","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000185386"
"11032","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000188130"
"11033","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000112062"
"11034","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000156711"
"11035","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000100030"
"11036","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000102882"
"11037","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000177885"
"11038","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000167193"
"11039","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000149269"
"11040","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000173757"
"11041","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000109320"
"11042","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000100906"
"11043","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000169398"
"11044","Rac1/Pak1/p38/MMP-2 pathway","ENSG00000007171"
"11049","RalA downstream regulated genes","ENSG00000070831"
"11050","RalA downstream regulated genes","ENSG00000169750"
"11051","RalA downstream regulated genes","ENSG00000128340"
"11052","RalA downstream regulated genes","ENSG00000136238"
"11053","RalA downstream regulated genes","ENSG00000174775"
"11054","RalA downstream regulated genes","ENSG00000133703"
"11055","RalA downstream regulated genes","ENSG00000213281"
"11057","Regulation of Actin Cytoskeleton","ENSG00000146648"
"11058","Regulation of Actin Cytoskeleton","ENSG00000213949"
"11059","Regulation of Actin Cytoskeleton","ENSG00000181104"
"11060","Regulation of Actin Cytoskeleton","ENSG00000180210"
"11061","Regulation of Actin Cytoskeleton","ENSG00000115414"
"11063","Regulation of Actin Cytoskeleton","ENSG00000115904"
"11066","Regulation of Actin Cytoskeleton","ENSG00000103653"
"11067","Regulation of Actin Cytoskeleton","ENSG00000141968"
"11068","Regulation of Actin Cytoskeleton","ENSG00000050820"
"11069","Regulation of Actin Cytoskeleton","ENSG00000167193"
"11070","Regulation of Actin Cytoskeleton","ENSG00000169398"
"11071","Regulation of Actin Cytoskeleton","ENSG00000172680"
"11072","Regulation of Actin Cytoskeleton","ENSG00000169032"
"11073","Regulation of Actin Cytoskeleton","ENSG00000100030"
"11074","Regulation of Actin Cytoskeleton","ENSG00000168539"
"11075","Regulation of Actin Cytoskeleton","ENSG00000172380"
"11077","Regulation of Actin Cytoskeleton","ENSG00000070831"
"11082","Regulation of Actin Cytoskeleton","ENSG00000015285"
"11084","Regulation of Actin Cytoskeleton","ENSG00000075624"
"11085","Regulation of Actin Cytoskeleton","ENSG00000067560"
"11086","Regulation of Actin Cytoskeleton","ENSG00000067900"
"11088","Regulation of Actin Cytoskeleton","ENSG00000136238"
"11089","Regulation of Actin Cytoskeleton","ENSG00000169750"
"11090","Regulation of Actin Cytoskeleton","ENSG00000128340"
"11092","Regulation of Actin Cytoskeleton","ENSG00000138798"
"11093","Regulation of Actin Cytoskeleton","ENSG00000113578"
"11094","Regulation of Actin Cytoskeleton","ENSG00000138685"
"11095","Regulation of Actin Cytoskeleton","ENSG00000186895"
"11096","Regulation of Actin Cytoskeleton","ENSG00000075388"
"11097","Regulation of Actin Cytoskeleton","ENSG00000138675"
"11098","Regulation of Actin Cytoskeleton","ENSG00000102678"
"11099","Regulation of Actin Cytoskeleton","ENSG00000078579"
"11100","Regulation of Actin Cytoskeleton","ENSG00000100311"
"11101","Regulation of Actin Cytoskeleton","ENSG00000111241"
"11102","Regulation of Actin Cytoskeleton","ENSG00000161958"
"11103","Regulation of Actin Cytoskeleton","ENSG00000070388"
"11104","Regulation of Actin Cytoskeleton","ENSG00000140285"
"11105","Regulation of Actin Cytoskeleton","ENSG00000114279"
"11106","Regulation of Actin Cytoskeleton","ENSG00000158815"
"11107","Regulation of Actin Cytoskeleton","ENSG00000118972"
"11108","Regulation of Actin Cytoskeleton","ENSG00000107831"
"11109","Regulation of Actin Cytoskeleton","ENSG00000129682"
"11110","Regulation of Actin Cytoskeleton","ENSG00000156427"
"11111","Regulation of Actin Cytoskeleton","ENSG00000070193"
"11112","Regulation of Actin Cytoskeleton","ENSG00000105550"
"11113","Regulation of Actin Cytoskeleton","ENSG00000077782"
"11114","Regulation of Actin Cytoskeleton","ENSG00000068078"
"11115","Regulation of Actin Cytoskeleton","ENSG00000066468"
"11116","Regulation of Actin Cytoskeleton","ENSG00000160867"
"11117","Regulation of Actin Cytoskeleton","ENSG00000134853"
"11118","Regulation of Actin Cytoskeleton","ENSG00000113721"
"11119","Regulation of Actin Cytoskeleton","ENSG00000100485"
"11120","Regulation of Actin Cytoskeleton","ENSG00000126458"
"11122","Regulation of Actin Cytoskeleton","ENSG00000133703"
"11123","Regulation of Actin Cytoskeleton","ENSG00000196455"
"11124","Regulation of Actin Cytoskeleton","ENSG00000011405"
"11125","Regulation of Actin Cytoskeleton","ENSG00000133056"
"11126","Regulation of Actin Cytoskeleton","ENSG00000139144"
"11127","Regulation of Actin Cytoskeleton","ENSG00000078142"
"11128","Regulation of Actin Cytoskeleton","ENSG00000121879"
"11129","Regulation of Actin Cytoskeleton","ENSG00000051382"
"11130","Regulation of Actin Cytoskeleton","ENSG00000171608"
"11131","Regulation of Actin Cytoskeleton","ENSG00000105851"
"11132","Regulation of Actin Cytoskeleton","ENSG00000105647"
"11133","Regulation of Actin Cytoskeleton","ENSG00000145675"
"11134","Regulation of Actin Cytoskeleton","ENSG00000117461"
"11135","Regulation of Actin Cytoskeleton","ENSG00000132155"
"11136","Regulation of Actin Cytoskeleton","ENSG00000157764"
"11137","Regulation of Actin Cytoskeleton","ENSG00000126934"
"11138","Regulation of Actin Cytoskeleton","ENSG00000102882"
"11139","Regulation of Actin Cytoskeleton","ENSG00000141639"
"11140","Regulation of Actin Cytoskeleton","ENSG00000069956"
"11142","Regulation of Actin Cytoskeleton","ENSG00000181072"
"11147","Regulation of Actin Cytoskeleton","ENSG00000134318"
"11150","Regulation of Actin Cytoskeleton","ENSG00000134982"
"11152","Regulation of Actin Cytoskeleton","ENSG00000149269"
"11158","Regulation of Actin Cytoskeleton","ENSG00000108518"
"11164","Regulation of Actin Cytoskeleton","ENSG00000205542"
"11170","Regulation of Actin Cytoskeleton","ENSG00000147065"
"11175","Regulation of Actin Cytoskeleton","ENSG00000108518"
"11178","Regulation of Actin Cytoskeleton","ENSG00000035403"
"11181","Regulation of Actin Cytoskeleton","ENSG00000065534"
"11183","Regulation of Actin Cytoskeleton","ENSG00000106683"
"11184","Regulation of Actin Cytoskeleton","ENSG00000168530"
"11187","Regulation of Actin Cytoskeleton","ENSG00000165410"
"11188","Regulation of Actin Cytoskeleton","ENSG00000035403"
"11191","Regulation of Actin Cytoskeleton","ENSG00000141506"
"11193","Regulation of Actin Cytoskeleton","ENSG00000213281"
"11195","Regulation of Actin Cytoskeleton","ENSG00000162344"
"11196","Regulation of Actin Cytoskeleton","ENSG00000102466"
"11197","Regulation of Actin Cytoskeleton","ENSG00000196468"
"11198","Regulation of Actin Cytoskeleton","ENSG00000197461"
"11202","Regulation of Actin Cytoskeleton","ENSG00000075624"
"11203","Regulation of Actin Cytoskeleton","ENSG00000184009"
"11204","Regulation of Actin Cytoskeleton","ENSG00000184009"
"11208","Regulation of Actin Cytoskeleton",""
"11210","Regulation of Actin Cytoskeleton","ENSG00000075624"
"11211","Regulation of Actin Cytoskeleton","ENSG00000184009"
"11213","Regulation of Actin Cytoskeleton","ENSG00000089159"
"11214","Regulation of Actin Cytoskeleton",""
"11218","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000087494"
"11219","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000091409"
"11220","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000132470"
"11221","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000105851"
"11222","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000142208"
"11223","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000171791"
"11224","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000082701"
"11225","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000136997"
"11226","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000171552"
"11227","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000129473"
"11228","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000137875"
"11229","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000140379"
"11230","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000087088"
"11231","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000030110"
"11232","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000176720"
"11233","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000015475"
"11234","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000126453"
"11235","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000099968"
"11236","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000121380"
"11237","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000188761"
"11238","Regulation of Apoptosis by Parathyroid Hormone-related Protein","ENSG00000105723"
"11239","Regulation of Microtubule Cytoskeleton","ENSG00000163914"
"11240","Regulation of Microtubule Cytoskeleton","ENSG00000186868"
"11241","Regulation of Microtubule Cytoskeleton","ENSG00000144824"
"11242","Regulation of Microtubule Cytoskeleton","ENSG00000171368"
"11243","Regulation of Microtubule Cytoskeleton","ENSG00000106683"
"11244","Regulation of Microtubule Cytoskeleton","ENSG00000070759"
"11245","Regulation of Microtubule Cytoskeleton","ENSG00000162889"
"11246","Regulation of Microtubule Cytoskeleton","ENSG00000107404"
"11247","Regulation of Microtubule Cytoskeleton","ENSG00000154229"
"11248","Regulation of Microtubule Cytoskeleton","ENSG00000102981"
"11249","Regulation of Microtubule Cytoskeleton","ENSG00000160551"
"11250","Regulation of Microtubule Cytoskeleton","ENSG00000166068"
"11251","Regulation of Microtubule Cytoskeleton","ENSG00000067900"
"11252","Regulation of Microtubule Cytoskeleton","ENSG00000136238"
"11253","Regulation of Microtubule Cytoskeleton","ENSG00000116141"
"11254","Regulation of Microtubule Cytoskeleton","ENSG00000165410"
"11255","Regulation of Microtubule Cytoskeleton","ENSG00000082701"
"11256","Regulation of Microtubule Cytoskeleton","ENSG00000072518"
"11258","Regulation of Microtubule Cytoskeleton","ENSG00000072518"
"11259","Regulation of Microtubule Cytoskeleton","ENSG00000171862"
